BoardGameRank,2018-10-06,2018-10-13,2018-10-20,2018-10-27,2018-11-03,2018-11-09,2018-11-17,2018-11-24,2018-12-01,2018-12-08,2018-12-15,2018-12-22,2018-12-29,2019-01-05,2019-01-12,2019-01-19,2019-01-26,2019-02-02,2019-02-09,2019-02-16,2019-02-23,2019-03-02,2019-03-09,2019-03-16,2019-03-23,2019-03-30,2019-04-06,2019-04-13,2019-04-20,2019-04-27,2019-05-04,2019-05-11,2019-05-18,2019-05-25,2019-06-01,2019-06-08,2019-06-15,2019-06-22,2019-06-29,2019-07-06,2019-07-13,2019-07-20,2019-07-27,2019-08-03,2019-08-10,2019-08-17,2019-08-24,2019-08-31,2019-09-07,2019-09-14,2019-09-21,2019-09-28,2019-10-05,2019-10-12,2019-10-19,2019-10-26,2019-11-02,2019-11-09,2019-11-16,2019-11-23,2019-11-30,2019-12-07,2019-12-14,2019-12-21,2019-12-28,2020-01-04,2020-01-11,2020-01-18,2020-01-25,2020-02-01,2020-02-08,2020-02-15,2020-02-22,2020-02-29,2020-03-07,2020-03-14,2020-03-21,2020-03-28,2020-04-04,2020-04-11,2020-04-18,2020-04-25,2020-05-02,2020-05-09,2020-05-16,2020-05-23,2020-05-30,2020-06-06,2020-06-13,2020-06-20,2020-06-27,2020-07-04,2020-07-11,2020-07-18,2020-07-25,2020-08-01,2020-08-08,2020-08-15,2020-08-22,2020-08-29,2020-09-05,2020-09-12,2020-09-19,2020-09-26,2020-10-03,2020-10-10,2020-10-17,2020-10-24,2020-10-31,2020-11-07,2020-11-14,2020-11-21,2020-11-28,2020-12-05,2020-12-12,2020-12-19,2020-12-26,2021-01-02,2021-01-09,2021-01-16,2021-01-23,2021-01-30,2021-02-06,2021-02-13,2021-02-20,2021-02-27,2021-03-06,2021-03-13,2021-03-20,2021-03-27,2021-04-03,2021-04-10,2021-04-17,2021-04-24,2021-05-01,2021-05-08,2021-05-15,2021-05-22
1277,204472,204472,66214,,163370,3353,925,32412,183231,155969,118695,85036,182189,183231,232988,149776,182189,198487,15953,144826,34707,91620,195528,149776,177478,28259,198487,172996,198487,218121,163474,2961,141736,124172,224821,149776,233678,31105,208024,12477,187653,63543,175293,118174,198487,9910,157026,128442,198487,620,24703,22348,46396,54137,205418,929,146910,233678,21954,254386,43868,17223,4396,71074,13308,13308,15511,211716,205046,165948,38386,149776,218530,211716,211716,98527,125752,125752,205418,218074,230303,104955,986,986,230303,136280,230303,157413,2393,35435,267319,21133,256589,149776,251412,254018,149776,254018,157917,6205,256606,157917,227456,122842,195856,227456,21920,21920,22877,90040,112138,254,112138,701,146910,195571,31497,245422,231218,2987,34887,22877,223740,318977,2397,290359,2397,34297,30658,2081,192860,55697,171662,205317,438,205317,242,143986
1278,146816,40769,35761,,249,163370,85325,5072,340,41010,120,114031,1198,2570,1198,182189,903,1198,198487,163474,224783,195528,89910,91620,19526,102435,31552,251678,25224,238638,2961,24310,17710,86246,141736,230303,175293,187653,31105,111105,168681,168681,244608,198487,54361,180852,218530,172996,4636,85005,36811,71906,134157,134157,180771,263918,28089,146910,233678,152765,32125,3931,71074,4396,36522,98527,2251,56931,145189,211716,165948,145189,253214,176083,176083,233678,37358,37358,274637,256952,175307,230303,113636,191597,269595,269595,252153,2393,143185,619,251412,254018,70,70,730,149951,107255,10093,915,149776,195043,1544,19622,19622,227456,33451,22877,178054,14254,701,142079,158900,254,158900,701,146221,168609,22877,146910,1829,24773,34887,12761,22877,148951,1499,193308,123499,2081,40270,264982,192860,22484,22484,22484,22,438,284777
1279,128898,40760,40769,,31624,68182,163370,13551,73316,183231,183231,1107,168788,85036,27627,183231,143175,230253,34707,15953,66588,67239,198487,195528,102435,19526,28259,198487,65564,172996,233678,17710,233678,98,86246,168681,187653,175293,187653,31105,92190,198487,63543,175293,238992,54361,54361,233678,54361,172996,218530,198487,35503,46396,37141,46396,63759,28089,67254,24742,17223,73,17223,171011,191597,284083,226520,208895,261114,38386,205046,155255,155255,1887,1887,38545,129459,188547,218074,8098,155255,144529,104955,205418,149776,188547,38765,215840,215840,233571,215840,149776,149776,227456,21133,251412,37387,227456,302723,157917,111417,195043,119,119,119,195856,33451,33451,3565,228328,90040,701,195571,246663,195571,146910,73369,31497,22877,2065,2987,2065,3800,103185,103185,2397,264982,193308,233961,233961,1568,264982,55697,55697,205317,438,26,300300
1280,58110,35761,163370,,118536,118536,15839,85325,32412,66510,253284,149776,33154,149776,33154,1032,42673,193737,163474,198487,172931,1198,67239,89910,163474,163474,19526,65564,162388,25224,179303,144239,24310,141736,230303,24310,198487,233678,198487,168681,111105,175293,187653,218530,218530,157026,198487,157026,233678,54137,172996,35503,146910,146910,46396,54137,218530,63759,254386,146910,152765,32125,169611,23679,2808,2251,98527,215840,56931,168998,361,211716,145189,155255,129459,40209,161882,40209,176083,91984,205418,494,155255,188547,205418,149776,2393,254018,233571,230303,254018,247367,21133,254018,149951,730,29937,107255,10093,254018,157917,195856,1544,195043,157917,157917,157917,296912,21920,14254,14254,3565,3565,22877,254,39339,146221,147253,147253,5206,2065,24773,116954,12761,22877,223740,38863,223740,123607,264982,245487,3955,192860,171662,1568,26,22,242
1281,46255,113289,204472,,202583,249,68182,925,206931,239464,75358,118695,183231,31759,120217,39217,153064,143175,1198,34707,15953,34707,1198,244331,67239,252328,32666,31552,177478,198487,172996,25224,2961,230303,233678,233678,168681,168681,175293,442,175293,92190,168681,54137,118174,172996,219100,9910,85005,4636,620,24703,71906,198487,134157,35503,35503,170604,28089,170604,180592,218530,283355,17223,171011,71074,13308,13308,218530,1662,168998,205046,191597,191597,146418,176083,233678,155255,142961,205418,91984,175307,205418,104955,986,230303,171726,38765,254018,2393,230303,37907,99975,215840,70,215840,270971,29937,29937,915,103092,241266,111417,111417,138233,279613,195856,284818,178054,272739,3565,256788,158900,146910,22877,6351,6351,146910,245422,146910,22877,244918,3228,223740,201,148951,201,38863,34297,30658,223740,1568,1568,1568,192860,143175,205317,438
1282,216201,216201,58110,,119391,41010,3353,163370,925,73316,155969,123096,114031,38718,183231,244654,16267,8190,8190,193737,144826,198487,34707,67239,91620,67239,102435,163474,102435,65564,65564,214029,172996,224821,98,124172,98,98,168681,218530,442,31105,198487,63543,75476,75476,54137,54361,232,175293,200057,172996,54137,35503,35503,205418,54137,205418,170604,21954,233678,191597,3931,3931,17223,2808,157,15511,215840,13308,155255,165948,205046,218530,266830,211716,38545,176083,237,176083,8098,155255,175307,113636,215840,8129,188547,188547,188547,251412,35435,619,254018,21133,215840,21133,204505,37387,107255,256606,149776,111417,195043,228855,111417,119,119,239472,33451,178054,178054,90040,90040,3565,246663,22877,39339,73369,31497,245422,244918,2987,34887,201,12761,201,148951,2397,223740,223740,227224,2081,3955,192860,55697,3955,3955,143175
1283,12589,163370,46255,,41010,31624,41010,3353,5072,340,239464,120,118695,1107,31759,33154,1198,27627,198830,903,198487,66588,193737,1198,1198,91620,214887,41749,28259,177478,162388,172996,41749,17710,199383,54137,24310,54137,54137,175293,177478,111105,31105,111105,63543,118174,180852,205418,218530,54361,85005,146910,22348,71906,198487,134157,205418,254386,63759,929,24742,152765,73,218530,218530,226520,211716,218530,13308,205046,38992,361,283948,145189,145189,1887,205046,233678,271518,142961,211716,91984,494,149776,188547,264241,136280,163805,157413,143185,2393,35435,227456,99975,254018,70,215840,230303,37387,276894,271869,264052,195856,1544,1544,195043,195043,149776,149776,21920,21920,14254,21920,112138,158900,701,195571,168609,146221,147253,5206,1829,1829,3800,3228,12761,103185,201,123499,34297,40270,40270,264982,3955,3955,223740,253608,26
1284,144568,128898,128898,,40760,40760,113289,118536,13551,32412,41010,75358,123096,41010,85036,1107,163474,163474,193737,198830,193737,27627,66588,66588,89910,205610,238638,28259,218121,162388,41749,41749,144239,24310,172996,98,172996,172996,98,172996,172996,177478,92190,92190,54137,54137,172996,54137,175293,226518,146910,218530,198487,22348,54137,180771,172737,54137,35503,67254,28089,929,211716,73,43868,43868,218530,157,15511,155255,1662,168998,149776,269511,155255,146418,146418,242684,163805,218421,243759,205418,191597,211716,104955,986,8129,251412,251412,157413,188547,230303,230303,230303,99975,227456,230303,246684,256606,227456,915,103092,103092,195856,206480,149776,227456,227456,195856,227456,256788,21920,14254,142079,90040,254,701,39339,701,22877,146910,223740,264982,3228,264982,264982,1499,103185,193308,123499,41933,223740,2081,294612,22877,22484,143175,205317
1285,163370,46255,144568,,146816,424,118536,41010,85325,5072,5072,183231,1107,168788,1107,27627,38718,29223,16267,16267,198830,6779,903,159504,205610,195528,205610,32666,41749,41749,25224,179303,25224,2961,41749,172996,54137,86246,172996,98,12477,172996,111105,172996,175293,63543,75476,219100,118174,244114,54361,620,42124,172996,172996,37141,46396,35503,54137,28089,21954,146910,32125,191597,23679,191597,229491,261114,157,215840,13308,191597,165948,149776,149776,145189,188547,38545,129459,237,142961,211716,144529,155255,213266,211716,163805,285984,38765,254018,157413,986,37907,37907,149776,230303,730,21133,227456,10093,6205,149776,215840,277085,19622,1544,149776,157917,227456,33451,33451,178054,149776,160902,142079,223740,22877,701,39339,264982,147253,146910,2987,116954,3800,3228,12761,233961,298065,201,2081,193308,40270,2081,223740,1568,284777,223740
1286,12166,58110,8481,,1442,113289,146816,15839,3353,3353,143401,155969,75358,155969,163474,38718,1032,16267,27627,172931,903,81640,81640,34707,27627,1198,91620,19526,31552,230303,169416,169416,218530,172996,24310,86246,124172,24310,86246,177478,199383,442,172996,187653,177478,175293,118174,118174,195528,232,4636,36811,85005,177478,22348,214880,134157,46396,22348,233678,929,28089,191597,32125,4396,84,71074,2251,208895,208895,208895,38992,361,205046,218530,149776,1887,205418,191597,218530,176083,191597,215840,494,113636,163805,986,157096,163805,171726,171726,149951,619,619,230303,99975,21133,215840,230303,29937,139771,915,149776,149776,195043,111417,1544,195856,157917,195856,227456,227456,246663,90040,160902,158900,254,195043,168609,244918,223740,147253,88827,34887,223740,3800,233961,148951,201,2397,193308,66837,193308,22877,171662,2081,223740,22
1287,128667,144568,12589,,113289,119391,217780,146816,31624,13551,66510,41010,120,66510,2570,163474,39217,903,39217,183231,8190,15953,27627,81640,195528,89910,27627,238638,32666,245643,244049,65564,224821,41749,2961,141736,86246,124172,24310,24310,98,12477,177478,122240,111105,177478,175293,75476,180852,200057,54137,85005,172996,42124,71906,215840,22348,22348,46396,63759,202077,24742,152765,169611,71074,4396,215840,98527,281442,56931,262543,38386,38386,165948,196526,218530,191597,191597,145189,163805,218530,163805,149776,269595,144529,215840,251412,136280,136280,136280,143185,157413,35435,149951,256606,149776,149951,730,215840,107255,215840,6205,915,103092,149776,138233,138233,195043,119,149776,195043,149776,146910,195043,3565,294484,295486,146221,138649,31497,245422,5206,301880,264982,116954,116954,26457,1499,2397,66837,30658,41933,294612,40270,193308,66837,22484,66837
1288,127997,12589,12166,,128667,146816,31624,68182,249,925,245934,5072,5072,242804,38718,120217,249381,172931,903,8190,1198,144826,15953,182189,66588,238638,67239,102435,19526,102435,19526,218530,179303,25224,17710,198487,2961,177478,124172,54137,54137,54137,218530,31105,172996,122240,63543,218530,187653,118174,175293,54137,24703,215840,177478,170604,37141,134157,172737,35503,67254,180592,218530,180592,239942,36522,36522,71074,98527,15511,191597,253214,38992,248065,205046,205046,211716,1887,38545,211716,165948,8098,8098,144529,155255,113636,215840,986,171726,163805,136280,143185,204505,35435,37907,619,70,256606,21133,37387,10093,139771,6205,6205,122842,19622,111417,119,195043,195043,195856,33451,178054,223740,223740,90040,245422,6351,6351,39339,264982,276498,24773,1829,34887,5206,22877,22877,38863,193308,2397,169427,223740,193308,40270,22877,66837,3955
1289,8481,12166,128667,,35761,128667,249,206931,163370,85325,73316,143401,41010,123096,155969,31759,183231,182189,29223,1198,183231,182189,183231,193737,252328,27627,1198,205610,238638,31552,198487,162388,65564,169416,198487,2961,177478,2961,41749,124172,218530,218530,54137,98,122240,111105,195528,175293,9910,195528,244114,4636,4636,85005,42124,22348,151771,172737,205418,211716,63759,211716,929,152765,211716,17223,2808,146910,146910,146910,215840,13308,1662,361,38386,155255,145189,205046,37358,165948,191597,40209,163805,175307,494,254018,211716,8129,157096,38765,986,227456,149951,204505,619,37907,256606,70,730,215840,29937,215840,228855,215840,103092,103092,284818,111417,111417,119,149776,195043,195043,14254,112138,142079,90040,254,264982,701,31497,264982,5206,2987,5206,2065,3228,12761,103185,22877,255674,30658,41933,41933,66837,253608,1568,1568
1290,1117,8481,5781,,58110,1442,40760,113289,68182,31624,340,66510,155969,114031,41010,143175,33154,33154,172931,153064,163474,163474,182189,8190,183231,66588,195528,91620,230303,32666,28259,198487,230303,218530,162388,41749,141736,41749,199383,86246,24310,124172,12477,442,187653,92190,442,180852,75476,187653,187653,187653,620,24703,215840,195528,180771,37141,151771,46396,211716,35503,180592,146910,146910,215840,4396,270673,2251,98527,279254,1662,168998,38386,361,38386,155255,149776,218530,191597,40209,254018,211716,163805,211716,144529,113636,171726,986,986,157096,2393,986,986,35435,256606,99975,149951,70,230303,230303,29937,29937,915,915,915,19622,138233,138233,256788,119,146910,33451,21920,195043,3565,158900,138649,73369,168609,39339,284378,147253,88827,1829,88827,3800,26457,22877,103185,34297,297978,2397,66837,41933,192860,22877,22484
1291,5781,128667,25277,,40769,35761,424,31624,15839,253284,32412,32412,143401,120,168788,85036,120217,153064,33154,27627,16267,193737,233678,163474,193737,183231,269210,27627,233678,28259,218530,28259,169416,65564,65564,17710,41749,208024,177478,205610,124172,98,442,168681,31105,442,122240,195528,442,180852,195528,195528,36811,4636,187653,151771,170604,218530,134157,54137,35503,21954,146910,929,3931,211716,146910,191597,2808,157,56931,208895,13308,1662,191597,188547,149776,146418,149776,233678,237,149776,254018,254018,163805,104955,104955,227456,227456,157096,163805,204505,143185,284435,204505,35435,619,619,149951,99975,37387,10093,139771,29937,215840,139771,103092,1544,1544,111417,111417,119,119,178054,14254,112138,223740,195571,244918,223740,701,39339,2065,5206,2987,245422,245422,245422,1499,123607,123607,2397,66837,255674,2081,40270,2081,255674
1292,234477,5781,143404,,143404,58110,119391,40760,1442,249,3353,340,340,75358,75358,168788,1107,1032,153064,39217,153064,903,29223,903,8190,193737,66588,67239,205610,19526,177478,224821,162388,144239,25224,177478,17710,205610,205610,41749,41749,205418,98,124172,442,187653,187653,177478,63543,146910,118174,54361,180852,175293,151771,177478,254386,151771,218530,22348,37141,274364,28089,28089,32125,3931,171011,2808,191597,205418,98527,254018,146910,38992,2251,191597,218530,211716,211716,37358,163805,142961,269595,213266,254018,155255,254018,233571,8129,267319,38765,157096,2393,143185,210296,204505,37907,99975,276894,21133,107255,107255,10093,139771,279613,122842,215840,19622,228328,157917,246663,215840,195856,33451,178054,195043,264982,264982,254,146221,168609,245422,227456,24773,88827,34887,227456,3228,148951,38863,123499,22877,30658,30658,255674,41933,41933,22877
1293,25277,127997,57660,,128898,40769,128667,249,40760,163370,925,73316,32412,118695,66510,2570,27627,198830,182189,29223,39217,183231,8190,183231,34707,8190,193737,1198,91620,233678,32666,19526,28259,162388,169416,31552,218530,141736,2961,17710,205610,24310,41749,177478,92190,31105,177478,244114,157026,9910,232,118174,218530,620,175293,198487,175293,180771,37141,172737,191597,205418,24742,266121,169611,32125,43868,171011,36522,2808,15511,215840,248065,208895,98527,208895,2251,218074,233678,125752,233678,165948,213266,216600,175307,494,155255,113636,246900,8129,40209,136280,171726,157413,986,163805,35435,37907,99975,730,264052,37387,107255,10093,139771,10093,239472,103092,19622,1544,157917,246663,245422,227456,21920,14254,3565,90040,195571,254,6351,31497,245422,245422,233961,245476,116954,319966,26457,1499,22877,34297,22877,223740,30658,2397,40270,41933
1294,143404,143404,127997,,66214,229892,1442,424,146816,146816,13551,3353,66510,232988,123096,262215,31759,42673,1032,182189,233678,29223,6779,27627,81640,182189,233678,193737,27627,218530,31552,230303,198487,198487,218530,199383,31552,199383,218530,199383,17710,144239,205418,12477,205418,205418,92190,442,98,75476,,180852,118174,187653,620,172996,172996,172996,172996,218530,46396,22348,22348,24742,73,171011,32125,4396,71074,191597,146910,56931,208895,146910,208895,361,38386,145189,125752,145189,254018,218530,91984,8098,40209,251412,144529,218530,40209,227456,8129,171726,157413,256606,163805,986,163805,35435,619,70,730,230303,230303,107255,10093,6205,915,215840,272739,138233,1544,195856,1544,149776,33451,160902,195043,223740,223740,6351,3565,303057,300531,2065,24773,1829,2987,306040,245422,148951,66837,201,255674,2397,298069,255674,2397,2081
1295,133632,1117,1117,,46255,143404,58110,119391,113289,15839,31624,223040,3353,340,120,41010,85036,39217,42673,1107,29223,33154,33154,15953,29223,81640,218530,230303,67239,27627,102435,177478,19526,199383,144239,218530,169416,17710,141736,28259,86246,86246,124172,24310,124172,168681,205418,63543,226518,442,180852,175293,215840,272453,85005,187653,198487,175293,270633,205418,218530,151771,205418,245961,180592,180592,17223,36522,171011,2251,2251,15511,98527,2251,188547,161882,208895,2251,40209,129459,149776,215840,237,142961,8098,175307,494,40209,218530,204505,176083,163805,157096,171726,157413,270971,986,163805,283863,619,241266,228855,37387,230303,29937,215840,139771,139771,146910,19622,245422,111417,227456,195856,264982,178054,160902,3565,90040,138649,227456,168609,39339,233961,2065,2987,34887,3800,12761,245422,201,123499,34297,34297,2397,55697,192860,40270
1296,174078,57660,205418,,244536,66214,143404,1442,239464,1442,85325,31624,199966,5072,114031,75358,66510,183231,183231,33154,27627,8190,163474,29223,238638,233678,230303,195528,193737,91620,230303,32666,177478,177478,177478,65564,65564,218530,17710,65564,65564,17710,24310,205418,168681,124172,231733,122240,92190,63543,129736,232,175293,218530,4636,71906,4636,195528,191597,37141,22348,63759,35503,22348,152765,146910,191597,84,4396,272738,157,98527,254018,168998,13308,2251,205418,254018,205046,40209,37358,237,142961,237,2251,252153,40209,494,113636,40209,113636,176083,40209,157096,143185,157413,143185,228855,293141,149951,70,149951,277085,279613,107255,107255,122842,915,139771,245422,215840,245422,111417,119,149776,21920,14254,158900,195043,3565,138649,701,215840,283393,146910,300877,2065,116954,3228,26457,103185,255674,201,201,299047,291794,55697,192860
1297,57660,174078,133632,,57660,226522,35761,58110,118536,68182,163370,85325,73316,143401,199966,123096,2570,38718,1107,1032,182189,233678,144826,205610,182189,34707,89910,233678,1198,67239,27627,31552,32666,28259,123239,169416,205610,31552,65564,1198,205418,65564,17710,65564,98,65564,111105,187653,24310,157026,75476,129736,187653,36811,24703,218530,42124,4636,211716,134157,205418,54137,21954,35503,28089,23679,84,32125,205418,4396,2808,2251,15511,13308,165948,165948,361,218530,208895,149776,146910,233678,2251,91984,142961,40209,146910,104955,144529,113636,204505,40209,136280,163805,171726,157096,228855,157413,37907,273477,619,146910,619,37387,6205,29937,10093,146910,103092,10093,138233,1544,233678,111417,227456,245422,178054,244918,3565,90040,90040,138649,146910,215840,245422,24773,1829,2987,3800,12761,245422,123607,123499,299047,34297,284777,171662,171662
